index,lyrics_features,moods
696,s right c mon sowoneul marhaebwa ni maeumsok inneun jageun kkumeul marhaebwa ni meori inneun isanghyeongeul geuryeobwa geurigo nareul bwa nan neoy geni ya kkumiya geni ya deurimkareul tago dallyeobwa neon nae yeopjari anja geujeo nae ikkeullim soge modu deonjyeo gaseum beokcha teojyeobeoryeodo baramgyeor nallyeobeoryeodo jigeum isungan sesangeun neoy geot geuraeyo nan neol sarangha eonjena mideo kkumdo yeoljeongdo da jugo shipeo nan geuda sowoneul irwojugo shipeun shipeun haengun yeoshin sowoneul marhaebwa m geni boy come sowoneul marhaebwa m geni wish sowoneul marhaebwa m geni dream naegaeman marhaebwa m geni world sowoneul marhaebwa jiruhan naldeuri neon jikyeopji anni ah pyeongbeomhan saenghwar neon mudhyeobeoryeonni ije geuman kkae eona neon nay superstar shine star superstar shimjangsori gateun tteollim tteollim harley e ne momeum matgyeobwa yeah ije isesangeun ojik neoy muda oh woah hwanhosori gateun padoga nae gaseumen neoy cheoni ojik neon naneun neoy gil yeongwonhan biggest fan nan neol geuraeyo nan neol sarangha eonjena mideo mideo kkumdo yeoljeongdo da jugo shipeo irwojug nan geuda sowoneul irwojugo shipeun shipeun haengun yeoshin sowoneul marhaebwa m geni boy come sowoneul marhaebwa m geni wish come sowoneul marhaebwa m geni dream naegaeman marhaebwa m geni world sowoneul marhaebwa hey tell need tell hope dj geuraeyo nan neol sarangha eonjena mideo oh kkumdo yeoljeongdo da jugo shipeo shipeo shipeo nan geuda sowoneul irwojugo shipeun shipeun haengun yeoshin sowoneul marhaebwa nan neol sarangha neoy fantasi reul sumgim eobshi marhaebwa neon nay music nan neol sarangha naneun geni gireul boyeojulg neon nay gippeum nan neol sarangha niga gajin sowon sumkim eobshi marhaebwa nan neoy haengun neoy geni naega deureojulg dwego shipeo sowoneul marhaebwa m geni boy sowoneul marhaebwa m geni wish hey babi sowoneul marhaebwa m geni dream boy aha naegaeman marhaebwa m geni world sowoneul marhaebwa woah m geni boy sowoneul marhaebwa m geni wish,happy
699,don t practic santeria ain t got crystal ball million dollar d spend heina sancho d d pop cap sancho d slap realli wanna know babi oh realli wanna say t defin s love need oh soul wait till heina daddi s gonna love feel break feel break feel break gotta live oh yeah swear realli wanna know babi realli wanna say t defin got love make oh soul oh realli wanna say babi realli wanna say ve got ll make yes m goin tell sanchito know good best run hide daddi s got new won t think twice stick barrel straight sancho s throat believ say got punk ass realli wanna know babi oh realli wanna say s just way ll make yaa soul wait,happy
702,wise men say fool rush t help fall love shall stay sin t help fall love like river flow sure sea darl goe thing meant hand life t help fall love,happy
703,hoy la noch está más fría y esta luz ilumina el tiempo pasa tan despacio que muero terror uno ojo brillant vigilan incesant tengo miedo cada instant yo quiero salir aquí y dicen que estoy loco que invento cada moustro que estoy muñeco son sólo para divertir que es impos que anden y se acerquen y hablen que estoy loco remat nadi confía en mi alej mi y déjame dormir ya asust nunca más naranarana vuelva por mí y déjame vivir del miedo vas matar ya ha llegado la hora sé que hoy es mi oportunidad está en mi mano regresar ya queda poco estoy meno una hora salir est recinto el miedo detendrá voy intentarlo y dicen que estoy loco que invento cada moustro que estoy muñeco son sólo para divertir que es impos que anden y se acerquen y hablen que estoy remat nadi confía en mí alej mí y déjame dormir ya asust nunca más naranarana vuelva por mí y déjame vivir del miedo vas matar los pelo punta mi vista se nubla se escuchan las risa los que asustan el miedo en mis dedo deja moverlo y la batería se está consumiendo perdido y hundido encuentro el camino la noch es testigo lo que sufrido llorando por dentro pienso en algo bueno la hora ha llegado soy libr nuevo,happy
704,walk dream explain talk run thrill thrill push hill search thrill call look m just awe s real peopl feel peopl thought d love s chang time live rhythm minut work overtim run thrill thrill push hill search thrill call look m just awe s real peopl feel peopl real peopl feel peopl catch m fall catch m fall don t stop just go m shoulder lean come deliv insid got tonight right till light real peopl feel peopl real peopl feel peopl,happy
716,mean lone word broken heart s hard crimson love hard breath walk mayb night light soon wild free feel sun wish tell mean lone feel need walk tell t s miss heart life goe end eye stone observ trend say forev gaze beauti roam endless love s control wish tell mean lone feel need walk tell t s miss heart s run place surrend heart bodi soul ask feel thing tell t mean lone feel need walk tell t s miss heart mean lone feel need walk tell t s miss heart,happy
718,rememb 21st night septemb love chang mind pretend chase cloud away heart ring key soul sing danc night rememb star stole night away hey hey hey ba ya say rememb ba ya danc septemb ba ya cloudi day ba duda ba duda ba duda badu ba duda badu ba duda badu ba duda badu ba duda yeah thought hold hand heart blue talk love rememb knew love stay decemb love share septemb blue talk love rememb true love share today hey hey hey ba ya say rememb ba ya danc septemb ba ya cloudi day ba ya say rememb ba ya danc septemb ba ya golden dream shini day bell ring aha soul sing rememb cloudi day yau ba ya say rememb ba ya danc septemb ba ya cloudi day ba ya say rememb ba ya danc septemb ba ya golden dream shini day ba ya ya ya ba ya ya ya ba ya ya ya ya ba ya ya ya ba ya ya ya ba ya ya ya ya,happy
727,flamboy temper just toss ham fryin pan like spam feel come slam damn feel like son sam don t make wreck shit hectic chair got goin like general electr eeen light blink m think s drink oh makin mind slow s don t fuck wit da big o bro got ta maintain caus nigga like goin insan insan membran insan brain insan membran insan brain insan membran crazi insan got brain insan membran insan brain shit undercov s time blubba blabba watch belli fatter fat boy diet don t tri ll jack ass like looter riot shit s fat like sumo slammin ass leavin face grass know don t dulo light punk just jealous caus t outwrit kick style wick wild happi face nigga seen smile rip mainfram ll explain nigga like goin insan insan membran insan brain insan membran insan brain insan membran crazi insan got brain insan membran insan brain insan brain brain s m loco insan brain brain s m loco insan brain brain insan s m loco insan brain like louie armstrong play trumpet ll hit dat bong break ya soon got prop cop come tri snatch crop pig wanna blow hous head underground town mad come raid pad m deuc cad yes m pirat pilot ship wit ultraviolet dream hide red light beam believ unseen look don t make eye strain nigga like goin insan insan membran insan brain insan membran insan brain insan membran crazi insan got brain insan membran insan brain insan brain s m loco insan brain s m loco insan brain s m loco insan brain s m loco think m go crazi,happy
730,feel like don t partner feel like friend citi live citi angel lone drive street caus s companion walk hill caus know see good deed kiss windi worri lie don t want feel like did day place love way don t want feel like did day place love way s hard believ s s hard believ m love citi love lone don t want feel like did day place love way don t want feel like did day place love way bridg downtown drew blood bridg downtown bridg downtown forgot love bridg downtown gave life away,happy
735,kelli handl michell handl beyonc handl don t think handl better caus ve arriv lookin sexi lookin fli baddest chick chick insid dj jam tonight spot tender thing come babi don t wanna danc handl handl gotta better gonna danc tonight gotta work jelli gonna danc tonight read lip care like groov prove hang look got shook scare buckl seatbelt s time takeoff don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babe don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babe babi handl babi handl babi handl don t think handl m break h town goin hard read hip slap thigh swing hair squint eye lookin hot smellin good groovin like m hood shoulder blow kiss handl handl don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babe don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babe bodi make booti touch ground t help wonder vibe s vibealaci babe shake jelli chanc whip hip slip tranc m hope handl jelli let s cut rug scat jazz don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babi don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babi don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babi don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babi don t think readi jelli don t think readi jelli don t think readi bodi s bootylici ya babi,happy
